Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,Vote Centers_ballots,Vote Centers_votes,Vote Centers_under_votes,Vote Centers_over_votes,Vote by Mail_ballots,Vote by Mail_votes,Vote by Mail_under_votes,Vote by Mail_over_votes,
"10001","",1,0,1,1,1986,0.60,1,1,"Governor","",1,1,"BRIAN DAHLE",C,1,"REP",1198,307,24,1,102,58,0,0,1096,249,24,1,
"10001","",1,0,1,1,1986,0.60,1,1,"Governor","",1,2,"GAVIN NEWSOM",C,2,"DEM",1198,866,24,1,102,44,0,0,1096,822,24,1,
"10001","",1,0,1,1,1986,0.60,2,2,"Lieutenant Governor","",1,3,"ANGELA E. UNDERWOOD JACOBS",C,3,"REP",1198,286,44,0,102,55,2,0,1096,231,42,0,
"10001","",1,0,1,1,1986,0.60,2,2,"Lieutenant Governor","",1,4,"ELENI KOUNALAKIS",C,4,"DEM",1198,868,44,0,102,45,2,0,1096,823,42,0,
"10001","",1,0,1,1,1986,0.60,3,3,"Secretary of State","",1,5,"ROB BERNOSKY",C,5,"REP",1198,287,50,0,102,55,2,0,1096,232,48,0,
"10001","",1,0,1,1,1986,0.60,3,3,"Secretary of State","",1,6,"SHIRLEY N. WEBER",C,6,"DEM",1198,861,50,0,102,45,2,0,1096,816,48,0,
"10001","",1,0,1,1,1986,0.60,4,4,"Controller","",1,7,"MALIA M. COHEN",C,7,"DEM",1198,794,48,1,102,41,2,0,1096,753,46,1,
"10001","",1,0,1,1,1986,0.60,4,4,"Controller","",1,8,"LANHEE J. CHEN",C,8,"REP",1198,355,48,1,102,59,2,0,1096,296,46,1,
"10001","",1,0,1,1,1986,0.60,5,5,"Treasurer","",1,9,"FIONA MA",C,9,"DEM",1198,826,58,0,102,46,0,0,1096,780,58,0,
"10001","",1,0,1,1,1986,0.60,5,5,"Treasurer","",1,10,"JACK M. GUERRERO",C,10,"REP",1198,314,58,0,102,56,0,0,1096,258,58,0,
"10001","",1,0,1,1,1986,0.60,6,6,"Attorney General","",1,11,"ROB BONTA",C,11,"DEM",1198,845,48,0,102,43,1,0,1096,802,47,0,
"10001","",1,0,1,1,1986,0.60,6,6,"Attorney General","",1,12,"NATHAN HOCHMAN",C,12,"REP",1198,305,48,0,102,58,1,0,1096,247,47,0,
"10001","",1,0,1,1,1986,0.60,7,7,"Insurance Commissioner","",1,13,"ROBERT HOWELL",C,13,"REP",1198,292,72,1,102,57,2,0,1096,235,70,1,
